title,author,url,cover_url,rating,summary,genres,number_of_pages,time,amazon_link,audible_link
"Doomsday Book (Oxford Time Travel, #1)",Connie Willis,https://www.goodreads.com/book/show/24983.Doomsday_Book,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403972500i/24983.jpg,4.03,"For Kivrin, preparing an on-site study of one of the deadliest eras in humanity's history was as simple as receiving inoculations against the diseases of the fourteenth century and inventing an alibi for a woman traveling alone. For her instructors in the twenty-first century, it meant painstaking calculations and careful monitoring of the rendezvous location where Kivrin would be received.But a crisis strangely linking past and future strands Kivrin in a bygone age as her fellows try desperately to rescue her. In a time of superstition and fear, Kivrin--barely of age herself--finds she has become an unlikely angel of hope during one of history's darkest hours.Connie Willis draws upon her understanding of the universalities of human nature to explore the ageless issues of evil, suffering, and the indomitable will of the human spirit.","Science Fiction,Time Travel,Historical Fiction,Fiction,Fantasy,Historical,Science Fiction Fantasy",578,19 hours 16 minutes,https://www.amazon.com/gp/product/B004G60FXG/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0553562738/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0553562738&SubscriptionId=1MGPYB6YW3HWK55XCGG2
Never Let Me Go,Kazuo Ishiguro,https://www.goodreads.com/book/show/6334.Never_Let_Me_Go,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353048590i/6334.jpg,3.84,"Hailsham seems like a pleasant English boarding school, far from the influences of the city. Its students are well tended and supported, trained in art and literature, and become just the sort of people the world wants them to be. But, curiously, they are taught nothing of the outside world and are allowed little contact with it.Within the grounds of Hailsham, Kathy grows from schoolgirl to young woman, but it’s only when she and her friends Ruth and Tommy leave the safe grounds of the school (as they always knew they would) that they realize the full truth of what Hailsham is.Never Let Me Go breaks through the boundaries of the literary novel. It is a gripping mystery, a beautiful love story, and also a scathing critique of human arrogance and a moral examination of how we treat the vulnerable and different in our society. In exploring the themes of memory and the impact of the past, Ishiguro takes on the idea of a possible future to create his most moving and powerful book to date.","Fiction,Science Fiction,Dystopia,Contemporary,Literary Fiction,Romance,Novels",288,9 hours 36 minutes,https://www.amazon.com/gp/product/B000FCK2TW/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/1400078776/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=1400078776&SubscriptionId=1MGPYB6YW3HWK55XCGG2
The Gods Themselves,Isaac Asimov,https://www.goodreads.com/book/show/41821.The_Gods_Themselves,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1351076141i/41821.jpg,4.09,"In the twenty-second century Earth obtains limitless, free energy from a source science little understands: an exchange between Earth and a parallel universe, using a process devised by the aliens. But even free energy has a price. The transference process itself will eventually lead to the destruction of the Earth's Sun--and of Earth itself.Only a few know the terrifying truth--an outcast Earth scientist, a rebellious alien inhabitant of a dying planet, a lunar-born human intuitionist who senses the imminent annihilation of the Sun.  They know the truth--but who will listen?  They have foreseen the cost of abundant energy--but who will believe?  These few beings, human and alien, hold the key to the Earth's survival.","Science Fiction,Fiction,Classics,Science Fiction Fantasy,Hugo Awards,Fantasy,Novels",288,9 hours 36 minutes,https://www.amazon.com/gp/product/B004JHYRP4/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/1857989341/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=1857989341&SubscriptionId=1MGPYB6YW3HWK55XCGG2
The Illustrated Man,Ray Bradbury,https://www.goodreads.com/book/show/24830.The_Illustrated_Man,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374049820i/24830.jpg,4.13,"That The Illustrated Man has remained in print since being published in 1951 is fair testimony to the universal appeal of Ray Bradbury's work. Only his second collection (the first was Dark Carnival, later reworked into The October Country), it is a marvelous, if mostly dark, quilt of science fiction, fantasy, and horror. In an ingenious framework to open and close the book, Bradbury presents himself as a nameless narrator who meets the Illustrated Man--a wanderer whose entire body is a living canvas of exotic tattoos. What's even more remarkable, and increasingly disturbing, is that the illustrations are themselves magically alive, and each proceeds to unfold its own story, such as ""The Veldt,"" wherein rowdy children take a game of virtual reality way over the edge. Or ""Kaleidoscope,"" a heartbreaking portrait of stranded astronauts about to reenter our atmosphere--without the benefit of a spaceship. Or ""Zero Hour,"" in which invading aliens have discovered a most logical ally--our own children. Even though most were written in the 1940s and 1950s, these 18 classic stories will be just as chillingly effective 50 years from now. --Stanley WiaterContents:· Prologue: The Illustrated Man · ss * · The Veldt [“The World the Children Made”] · ss The Saturday Evening Post Sep 23 ’50 · Kaleidoscope · ss Thrilling Wonder Stories Oct ’49 · The Other Foot · ss New Story Magazine Mar ’51 · The Highway [as by Leonard Spalding] · ss Copy Spr ’50 · The Man · ss Thrilling Wonder Stories Feb ’49 · The Long Rain [“Death-by-Rain”] · ss Planet Stories Sum ’50 · The Rocket Man · ss Maclean’s Mar 1 ’51 · The Fire Balloons [“‘In This Sign...’”] · ss Imagination Apr ’51 · The Last Night of the World · ss Esquire Feb ’51 · The Exiles [“The Mad Wizards of Mars”] · ss Maclean’s Sep 15 ’49; F&amp;SF Win ’50 · No Particular Night or Morning · ss * · The Fox and the Forest [“To the Future”] · ss Colliers May 13 ’50 · The Visitor · ss Startling Stories Nov ’48 · The Concrete Mixer · ss Thrilling Wonder Stories Apr ’49 · Marionettes, Inc. [Marionettes, Inc.] · ss Startling Stories Mar ’49 · The City [“Purpose”] · ss Startling Stories Jul ’50 · Zero Hour · ss Planet Stories Fll ’47 · The Rocket [“Outcast of the Stars”] · ss Super Science Stories Mar ’50 · Epilogue · aw *","Science Fiction,Short Stories,Fiction,Classics,Fantasy,Horror,Science Fiction Fantasy",186,6 hours 12 minutes,https://www.amazon.com/gp/product/B00C4TJADS/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/000712774X/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=000712774X&SubscriptionId=1MGPYB6YW3HWK55XCGG2
Journey to the Center of the Earth,Jules Verne,https://www.goodreads.com/book/show/32829.Journey_to_the_Center_of_the_Earth,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389754903i/32829.jpg,3.85,"An adventurous geology professor chances upon a manuscript in which a 16th-century explorer claims to have found a route to the earth's core. Professor Lidenbrock can't resist the opportunity to investigate, and with his nephew Axel, he sets off across Iceland in the company of Hans Bjelke, a native guide. The expedition descends into an extinct volcano toward a sunless sea, where they encounter a subterranean world of luminous rocks, antediluvian forests, and fantastic marine life — a living past that holds the secrets to the origins of human existence.","Classics,Science Fiction,Fiction,Adventure,Fantasy,France,Literature",240,8 hours 0 minutes,https://www.amazon.com/gp/product/B0B35VL6QC/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0553213970/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0553213970&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"The Player of Games (Culture, #2)",Iain M. Banks,https://www.goodreads.com/book/show/18630.The_Player_of_Games,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386922873i/18630.jpg,4.28,"The Culture - a humanoid/machine symbiotic society - has thrown up many great Game Players. One of the best is Jernau Morat Gurgeh, Player of Games, master of every board, computer and strategy. Bored with success, Gurgeh travels to the Empire of Azad, cruel &amp; incredibly wealthy, to try their fabulous game, a game so complex, so like life itself, that the winner becomes emperor. Mocked, blackmailed, almost murdered, Gurgeh accepts the game and with it the challenge of his life, and very possibly his death.","Science Fiction,Fiction,Space Opera,Science Fiction Fantasy,Fantasy,Cultural,Space",293,9 hours 46 minutes,https://www.amazon.com/gp/product/B002WM3HC2/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0061053562/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0061053562&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,https://www.goodreads.com/book/show/827.The_Diamond_Age,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388180931i/827.jpg,4.16,"The Diamond Age: Or, a Young Lady's Illustrated Primer is a postcyberpunk novel by Neal Stephenson. It is to some extent a science fiction coming-of-age story, focused on a young girl named Nell, and set in a future world in which nanotechnology affects all aspects of life. The novel deals with themes of education, social class, ethnicity, and the nature of artificial intelligence.","Science Fiction,Fiction,Cyberpunk,Steampunk,Fantasy,Science Fiction Fantasy,Speculative Fiction",499,16 hours 38 minutes,https://www.amazon.com/gp/product/B000FBJCKI/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0553380966/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0553380966&SubscriptionId=1MGPYB6YW3HWK55XCGG2
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1318116526i/51496.jpg,3.83,"Robert Louis Stevenson's masterpiece of the duality of good and evil in man's nature sprang from the darkest recesses of his own unconscious—during a nightmare from which his wife awakened him, alerted by his screams. More than a hundred years later, this tale of the mild-mannered Dr. Jekyll and the drug that unleashes his evil, inner persona—the loathsome, twisted Mr. Hyde—has lost none of its ability to shock. Its realistic police-style narrative chillingly relates Jekyll's desperation as Hyde gains control of his soul—and gives voice to our own fears of the violence and evil within us. Written before Freud's naming of the ego and the id, Stevenson's enduring classic demonstrates a remarkable understanding of the personality's inner conflicts—and remains the irresistibly terrifying stuff of our worst nightmares.","Horror,Classics,Science Fiction,Gothic,Mystery,Fantasy,Literature",139,4 hours 38 minutes,https://www.amazon.com/gp/product/B08BGVZV7Y/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0451528956/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0451528956&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"Dome: Rebellion (Dome, #1)",Johnathon Nicolaou,https://www.goodreads.com/book/show/65151985-dome,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1670738486i/65151985.jpg,4.52,"100 years in the future… The world is a post apocalyptic wasteland. What was once thriving with life is now a desolate wilderness. The earth is scorched, the air is toxic, and the world is ruled by mutant monsters. All that remains of humanity lives within a Dome – the only barrier between the last descendants of mankind and the deadly terrors of the outside world.Dominic, a military cadet at the top of his class, has been demoted to Lowtown, the poorest section of the Dome, after his mentor, Doc, was evicted for committing treason. Forced to lead a bitter new life as a lowly resource worker Dominic’s world is turned upside down when Doc’s journal is left at his doorstep, months after his execution. Embedded within those pages is the shocking truth that the Dome hierarchy has been taking advantage of its citizens, risking human extinction in the process. Now Dominic must follow in Doc’s footsteps, risking eviction himself if he wishes to save the Dome and humanity from total annihilation.","Science Fiction,Dystopia",286,9 hours 32 minutes,https://www.amazon.com/gp/product/B0BRWNTZZQ/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/B0BRWNTZZQ/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=B0BRWNTZZQ&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,https://www.goodreads.com/book/show/77507.Red_Mars,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660272828i/77507.jpg,3.86,"In his most ambitious project to date, award-winning author Kim Stanley Robinson utilizes years of research and cutting-edge science in the first of a trilogy chronicling the colonization of Mars. For eons, sandstorms have swept the desolate landscape. For centuries, Mars has beckoned humans to conquer its hostile climate. Now, in 2026, a group of 100 colonists is about to fulfill that destiny. John Boone, Maya Toitavna, Frank Chalmers and Arkady Bogdanov lead a terraforming mission. For some, Mars will become a passion driving them to daring acts of courage and madness. For others it offers an opportunity to strip the planet of its riches. For the genetic alchemists, it presents a chance to create a biomedical miracle, a breakthrough that could change all we know about life and death. The colonists orbit giant satellite mirrors to reflect light to the surface. Black dust sprinkled on the polar caps will capture warmth. Massive tunnels, kilometers deep, will be drilled into the mantle to create stupendous vents of hot gases. Against this backdrop of epic upheaval, rivalries, loves and friendships will form and fall to pieces—for there are those who will fight to the death to prevent Mars from ever being changed. Brilliantly imagined, breathtaking in scope and ingenuity, Red Mars is an epic scientific saga, chronicling the next step in evolution, creating a world in its entirety. It shows a future, with both glory and tarnish, that awes with complexity and inspires with vision.","Science Fiction,Fiction,Science Fiction Fantasy,Space,Fantasy,Space Opera,Speculative Fiction",572,19 hours 4 minutes,https://www.amazon.com/gp/product/B000QCS914/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0553560735/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0553560735&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"Wool Omnibus (Silo, #1)",Hugh Howey,https://www.goodreads.com/book/show/13453029-wool-omnibus,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349614200i/13453029.jpg,4.22,"This Omnibus Edition collects the five Wool books into a single volume. The first Wool story was released as a standalone short in July of 2011. Due to reviewer demand, the rest of the story was released over the next six months. This is the story of mankind clawing for survival, of mankind on the edge. The world outside has grown unkind, the view of it limited, talk of it forbidden. But there are always those who hope, who dream. These are the dangerous people, the residents who infect others with their optimism. Their punishment is simple. They are given the very thing they profess to want: They are allowed outside.Alternate cover for B0071XO8RA","Science Fiction,Fiction,Dystopia,Post Apocalyptic,Fantasy,Science Fiction Fantasy,Apocalyptic",509,16 hours 57 minutes,http://www.amazon.com/s/ref=x_gr_bb_amazon?tag=x_gr_bb_amazon-20&creative=374001&campaign=211041&adid=082VK13VJJCZTQYGWWCZ&index=books&keyword=Wool+Omnibus,https://www.amazon.com/s?k=Wool+Omnibus&i=audible&ref=x_gr_w_bb_audible-20&tag=x_gr_w_bb_audible-20
World War Z: An Oral History of the Zombie War,Max Brooks,https://www.goodreads.com/book/show/8908.World_War_Z,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1528312647i/8908.jpg,4.02,"The Zombie War came unthinkably close to eradicating humanity. Max Brooks, driven by the urgency of preserving the acid-etched first-hand experiences of the survivors from those apocalyptic years, traveled across the United States of America and throughout the world, from decimated cities that once teemed with upwards of thirty million souls to the most remote and inhospitable areas of the planet. He recorded the testimony of men, women, and sometimes children who came face-to-face with the living, or at least the undead, hell of that dreadful time. World War Z is the result. Never before have we had access to a document that so powerfully conveys the depth of fear and horror, and also the ineradicable spirit of resistance, that gripped human society through the plague years.Ranging from the now infamous village of New Dachang in the United Federation of China, where the epidemiological trail began with the twelve-year-old Patient Zero, to the unnamed northern forests where untold numbers sought a terrible and temporary refuge in the cold, to the United States of Southern Africa, where the Redeker Plan provided hope for humanity at an unspeakable price, to the west-of-the-Rockies redoubt where the North American tide finally started to turn, this invaluable chronicle reflects the full scope and duration of the Zombie War.Most of all, the book captures with haunting immediacy the human dimension of this epochal event. Facing the often raw and vivid nature of these personal accounts requires a degree of courage on the part of the reader, but the effort is invaluable because, as Mr. Brooks says in his introduction, ""By excluding the human factor, aren't we risking the kind of personal detachment from history that may, heaven forbid, lead us one day to repeat it? And in the end, isn't the human factor the only true difference between us and the enemy we now refer to as 'the living dead'?""Note: Some of the numerical and factual material contained in this edition was previously published under the auspices of the United Nations Postwar Commission.","Horror,Fiction,Zombies,Science Fiction,Fantasy,Post Apocalyptic,Dystopia",342,11 hours 24 minutes,https://www.amazon.com/gp/product/B000JMKQX0/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0307346609/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0307346609&SubscriptionId=1MGPYB6YW3HWK55XCGG2
Cat's Cradle,Kurt Vonnegut Jr.,https://www.goodreads.com/book/show/135479.Cat_s_Cradle,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327867150i/135479.jpg,4.16,"Told with deadpan humour and bitter irony, Kurt Vonnegut's cult tale of global destruction preys on our deepest fears of witnessing Armageddon and, worse still, surviving it ...Dr Felix Hoenikker, one of the founding 'fathers' of the atomic bomb, has left a deadly legacy to the world. For he's the inventor of 'ice-nine', a lethal chemical capable of freezing the entire planet. The search for its whereabouts leads to Hoenikker's three ecentric children, to a crazed dictator in the Caribbean, to madness. Felix Hoenikker's Death Wish comes true when his last, fatal gift to humankind brings about the end, that for all of us, is nigh...","Fiction,Classics,Science Fiction,Humor,Literature,Novels,Dystopia",179,5 hours 58 minutes,https://www.amazon.com/gp/product/B000SEH13C/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0140285601/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0140285601&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"The Giver (The Giver, #1)",Lois Lowry,https://www.goodreads.com/book/show/3636.The_Giver,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1342493368i/3636.jpg,4.12,"At the age of twelve, Jonas, a young boy from a seemingly utopian, futuristic world, is singled out to receive special training from The Giver, who alone holds the memories of the true joys and pain of life.","Young Adult,Fiction,Classics,Dystopia,Science Fiction,Fantasy,School",208,6 hours 56 minutes,https://www.amazon.com/gp/product/B00KV1QTDK/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0385732554/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0385732554&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"The Caves of Steel (Robot, #1)",Isaac Asimov,https://www.goodreads.com/book/show/41811.The_Caves_of_Steel,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335782224i/41811.jpg,4.19,"A millennium into the future two advancements have altered the course of human history: the colonization of the galaxy and the creation of the positronic brain. Isaac Asimov's Robot novels chronicle the unlikely partnership between a New York City detective and a humanoid robot who must learn to work together. Like most people left behind on an over-populated Earth, New York City police detective Elijah Baley had little love for either the arrogant Spacers or their robotic companions. But when a prominent Spacer is murdered under mysterious circumstances, Baley is ordered to the Outer Worlds to help track down the killer. The relationship between Life and his Spacer superiors, who distrusted all Earthmen, was strained from the start. Then he learned that they had assigned him a partner: R. Daneel Olivaw. Worst of all was that the ""R"" stood for robot--and his positronic partner was made in the image and likeness of the murder victim!","Science Fiction,Fiction,Mystery,Classics,Science Fiction Fantasy,Robots,Crime",206,6 hours 52 minutes,http://www.amazon.com/s/ref=x_gr_bb_amazon?tag=x_gr_bb_amazon-20&creative=374001&campaign=211041&adid=082VK13VJJCZTQYGWWCZ&index=books&keyword=The+Caves+of+Steel,https://www.amazon.com/s?k=The+Caves+of+Steel&i=audible&ref=x_gr_w_bb_audible-20&tag=x_gr_w_bb_audible-20
"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1521213881i/8695.jpg,4.21,"alternate edition for ISBN 0345418921/9780345418920Facing annihilation at the hands of the warlike Vogons is a curious time to have a cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle through space powered by pure improbability - and desperately in search of a place to eat. Among Arthur's motley shipmates are Ford Prefect, a long-time friend and contributor to the The Hitch Hiker's Guide to the Galaxy; Zaphod Beeblebrox, the three-armed, two-headed ex-president of the galaxy; Tricia McMilan, a fellow Earth refuge who's gone native (her name is Trillian now); and Marvin, who suffers nothing and no one gladly.Source: douglasadams.com","Science Fiction,Fiction,Humor,Fantasy,Comedy,Classics,Science Fiction Fantasy",250,8 hours 20 minutes,http://www.amazon.com/s/ref=x_gr_bb_amazon?tag=x_gr_bb_amazon-20&creative=374001&campaign=211041&adid=082VK13VJJCZTQYGWWCZ&index=books&keyword=The+Restaurant+at+the+End+of+the+Universe,https://www.amazon.com/s?k=The+Restaurant+at+the+End+of+the+Universe&i=audible&ref=x_gr_w_bb_audible-20&tag=x_gr_w_bb_audible-20
The Man in the High Castle,Philip K. Dick,https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1448756803i/216363.jpg,3.60,"It's America in 1962. Slavery is legal once again. The few Jews who still survive hide under assumed names. In San Francisco, the I Ching is as common as the Yellow Pages. All because some twenty years earlier the United States lost a war — and is now occupied by Nazi Germany and Japan.This harrowing, Hugo Award-winning novel is the work that established Philip K. Dick as an innovator in science fiction while breaking the barrier between science fiction and the serious novel of ideas. In it Dick offers a haunting vision of history as a nightmare from which it may just be possible to wake.","Science Fiction,Fiction,Classics,Dystopia,Alternate History,Historical Fiction,Fantasy",259,8 hours 38 minutes,https://www.amazon.com/gp/product/B005MZN2B2/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0679740678/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0679740678&SubscriptionId=1MGPYB6YW3HWK55XCGG2
I Am Legend,Richard Matheson,https://www.goodreads.com/book/show/40940649-i-am-legend,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1532484265i/40940649.jpg,4.06,"Robert Neville is the last living man on Earth... but he is not alone. Every other man, woman and child on the planet has become a vampire, and they are hungry for Neville's blood.By day he is the hunter, stalking the undead through the ruins of civilisation. By night, he barricades himself in his home and prays for the dawn.How long can one man survive like this?","Horror,Science Fiction,Fiction,Classics,Post Apocalyptic,Vampires,Fantasy",162,5 hours 24 minutes,https://www.amazon.com/gp/product/B07XB49BG4/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/B00514HDNW/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=B00514HDNW&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"Second Foundation (Foundation, #3)",Isaac Asimov,https://www.goodreads.com/book/show/29580.Second_Foundation,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661015922i/29580.jpg,4.27,"So far the Foundation was safe. But there was a hidden Second Foundation to protect the first. The Mule has yet to find it, but he was getting closer all the time. The men of the Foundation sought it, too, to escape from Mule's mind control. Only Arkady, a 14 year-old girl seemed to have the answer, or did she...?","Science Fiction,Fiction,Classics,Science Fiction Fantasy,Space Opera,Fantasy,Novels",256,8 hours 32 minutes,https://www.amazon.com/gp/product/B000FC1PWU/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0553803735/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0553803735&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,https://www.goodreads.com/book/show/77711.A_Fire_Upon_the_Deep,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333915005i/77711.jpg,4.13,"Alternate Cover Edition can be found here. A Fire upon the Deep is the big, breakout book that fulfills the promise of Vinge's career to date: a gripping tale of galactic war told on a cosmic scale.Thousands of years hence, many races inhabit a universe where a mind's potential is determined by its location in space, from superintelligent entities in the Transcend, to the limited minds of the Unthinking Depths, where only simple creatures and technology can function. Nobody knows what strange force partitioned space into these ""regions of thought,"" but when the warring Straumli realm use an ancient Transcendent artifact as a weapon, they unwittingly unleash an awesome power that destroys thousands of worlds and enslaves all natural and artificial intelligence.Fleeing the threat, a family of scientists, including two children, are taken captive by the Tines, an alien race with a harsh medieval culture, and used as pawns in a ruthless power struggle. A rescue mission, not entirely composed of humans, must rescue the children-and a secret that may save the rest of interstellar civilization.","Science Fiction,Fiction,Space Opera,Science Fiction Fantasy,Fantasy,Hugo Awards,Space",613,20 hours 26 minutes,https://www.amazon.com/gp/product/B000FBJAGO/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/gp/product/0812515285/ref=x_gr_bb_amazon?ie=UTF8&tag=x_gr_bb_amazon-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0812515285&SubscriptionId=1MGPYB6YW3HWK55XCGG2
"The Mote in God's Eye (Moties, #1)",Larry Niven,https://www.goodreads.com/book/show/100365.The_Mote_in_God_s_Eye,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1399490037i/100365.jpg,4.07,"In 3016, the 2nd Empire of Man spans hundreds of star systems, thanks to faster-than-light Alderson Drive. Intelligent beings are finally found from the Mote, an isolated star in a thick dust cloud. The bottled-up ancient civilization, at least one million years old, are welcoming, kind, yet evasive, with a dark problem they have not solved in over a million years.","Science Fiction,Fiction,Science Fiction Fantasy,Space Opera,Fantasy,Aliens,Audiobook",596,19 hours 52 minutes,https://www.amazon.com/gp/product/B004YDL2CY/ref=x_gr_bb_kindle?caller=Goodreads&tag=x_gr_bb_kindle-20,http://www.amazon.com/s/ref=x_gr_bb_amazon?tag=x_gr_bb_amazon-20&creative=374001&campaign=211041&adid=082VK13VJJCZTQYGWWCZ&index=books&keyword=The+Mote+in+God%27s+Eye
